"Column_Name","TBLNAME","CRFNAME","Description","LENGTH","TYPE","CODE","NOTE","update_stamp"
"AIEOFTEN","ADLPQSP","ADCS ADL-Prevention Questionnaire for Study Partner","18c. Did {P} use an e-reader less often than usual?","10","N","1=Yes;0=No;-8=Don't know","NA: missing value","2018-11-27 11:12:55.0"
"AIELITDIF","ADLPQSP","ADCS ADL-Prevention Questionnaire for Study Partner","18d. Did {P} use an e-reader:","36","N","3=As well as usual, with no difficulty;2=With a little difficulty;1=With a lot of difficulty","NA: missing value","2018-11-27 11:12:55.0"
"AISCORE","ADLPQSP","ADCS ADL-Prevention Questionnaire for Study Partner","Total Score","17","N","","NA: missing value","2018-11-27 11:12:55.0"
"AIMETHOD","ADLPQSP","ADCS ADL-Prevention Questionnaire for Study Partner","Method of Collection:","9","N","1=In-person;2=By phone","NA: missing value","2018-11-27 11:12:55.0"
"BPID","ADLPQSP","ADCS ADL-Prevention Questionnaire for Study Partner","Blinded Study Partner ID","10","T","","NA: missing value","2018-11-27 11:12:55.0"
"BID","CDR","Clinical Dementia Rating","Blinded Participant ID","10","T","","","2018-11-27 11:12:55.0"
"VISCODE","CDR","Clinical Dementia Rating","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:55.0"
"DONE","CDR","Clinical Dementia Rating","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:55.0"
"NDREASON","CDR","Clinical Dementia Rating","If No, reason not done:","40","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:55.0"
"CDSPVERS","CDR","Clinical Dementia Rating","Version","11","N","1=Long Form;2=Abbreviated","NA: missing value","2018-11-27 11:12:55.0"
"CDPTSRCE","CDR","Clinical Dementia Rating","Participant","28","N","1=Participant in-person visit;2=Participant telephone call;0=Participant was not examined","NA: missing value","2018-11-27 11:12:55.0"
"CDSPSRCE","CDR","Clinical Dementia Rating","Study Partner","30","N","1=Study partner in-person visit;2=Study partner telephone call;0=Study partner was not examined","NA: missing value","2018-11-27 11:12:55.0"
"MEMORY","CDR","Clinical Dementia Rating","Memory Score","3","N","0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0","NA: missing value","2018-11-27 11:12:55.0"
"ORIENT","CDR","Clinical Dementia Rating","Orientation Score","3","N","0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0","NA: missing value","2018-11-27 11:12:55.0"
"JUDGE","CDR","Clinical Dementia Rating","Judgment and Problem Solving Score","3","N","0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0","NA: missing value","2018-11-27 11:12:55.0"
"COMMUN","CDR","Clinical Dementia Rating","Community Affairs Score","3","N","0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0","NA: missing value","2018-11-27 11:12:55.0"
"HOME","CDR","Clinical Dementia Rating","Home and Hobbies Score","3","N","0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0","NA: missing value","2018-11-27 11:12:55.0"
"CARE","CDR","Clinical Dementia Rating","Personal Care Score","1","N","0.0=0.0;1.0=1.0;2.0=2.0;3.0=3.0","NA: missing value","2018-11-27 11:12:55.0"
"CDSOB","CDR","Clinical Dementia Rating","Sum of Boxes (system populated)","3","N","","NA: missing value","2018-11-27 11:12:55.0"
"CDGLOBAL","CDR","Clinical Dementia Rating","Global CDR (system populated)","3","N","","NA: missing value","2018-11-27 11:12:55.0"
"BID","CFI","Cognitive Function Index - Participant","Blinded Participant ID","10","T","","","2018-11-27 11:12:55.0"
"VISCODE","CFI","Cognitive Function Index - Participant","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:55.0"
"DONE","CFI","Cognitive Function Index - Participant","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:55.0"
"NDREASON","CFI","Cognitive Function Index - Participant","If No, reason not done:","40","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:55.0"
"MEMORY","CFI","Cognitive Function Index - Participant","1. Compared to one year ago, do you feel that your memory has declined substantially?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"REPEAT","CFI","Cognitive Function Index - Participant","2. Do others tell you that you tend to repeat questions over and over?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"MISPLA","CFI","Cognitive Function Index - Participant","3. Have you been misplacing things more often?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"WRITTN","CFI","Cognitive Function Index - Participant","4. Compared to one year ago, do you find that you are relying more on written reminders (e.g., shopping lists, calendars)?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"HELP","CFI","Cognitive Function Index - Participant","5. Do you need more help from others to remember appointments, family occasions or holidays?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"RECALL","CFI","Cognitive Function Index - Participant","6. Do you have more trouble recalling names, finding the right word, or completing sentences?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"DRIVE","CFI","Cognitive Function Index - Participant","7. Do you have more trouble driving (e.g., do you drive more slowly, have more trouble at night, tend to get lost, have accidents)?","14","N","1=Yes;0=No;2=Maybe;-2=Does not apply","NA: missing value","2018-11-27 11:12:55.0"
"MONEY","CFI","Cognitive Function Index - Participant","8. Compared to one year ago, do you have more difficulty managing money (e.g., paying bills, calculating change, completing tax forms)?","14","N","1=Yes;0=No;2=Maybe;-2=Does not apply","NA: missing value","2018-11-27 11:12:55.0"
"SOCIAL","CFI","Cognitive Function Index - Participant","9. Are you less involved in social activities?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"WORK","CFI","Cognitive Function Index - Participant","10. Has your work performance (paid or volunteer) declined significantly compared to one year ago?","14","N","1=Yes;0=No;2=Maybe;-2=Does not apply","NA: missing value","2018-11-27 11:12:55.0"
"FOLLOW","CFI","Cognitive Function Index - Participant","11. Do you have more trouble following the news or the plots of books, movies, or TV shows?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"ACTIV","CFI","Cognitive Function Index - Participant","12. Are there any activities (e.g., hobbies, such as card games, crafts) that are substantially more difficult for you now compared to one year ago?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"LOST","CFI","Cognitive Function Index - Participant","13. Are you more likely to become disoriented, or get lost, for example when traveling to another city?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"APPLIA","CFI","Cognitive Function Index - Participant","14. Compared to one year ago, do you have more difficulty using household appliances (such as washing machine or microwave) or electronic devices (such as computer or cell phone)?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"PTCONCERN","CFI","Cognitive Function Index - Participant","15. In the past year, have you seen a doctor about memory concerns?","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"CFIPTTOTAL","CFI","Cognitive Function Index - Participant","Total Score","17","N","","NA: missing value","2018-11-27 11:12:55.0"
"PMETHOD","CFI","Cognitive Function Index - Participant","Method of Collection:","18","N","1=In-person/Self;2=By phone/Interview","NA: missing value","2018-11-27 11:12:55.0"
"BID","CFISP","Cognitive Function Index  - Study Partner","Blinded Participant ID","10","T","","","2018-11-27 11:12:55.0"
"VISCODE","CFISP","Cognitive Function Index  - Study Partner","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:55.0"
"DONE","CFISP","Cognitive Function Index  - Study Partner","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:55.0"
"NDREASON","CFISP","Cognitive Function Index  - Study Partner","If No, reason not done:","40","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:55.0"
"SPMEMORY","CFISP","Cognitive Function Index  - Study Partner","1. Do you feel that the participant has had a significant decline in memory compared to one year ago?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"SPREPEAT","CFISP","Cognitive Function Index  - Study Partner","2. Does the participant tend to ask the same question over and over?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"SPMISPLA","CFISP","Cognitive Function Index  - Study Partner","3. Has the participant been misplacing things more often?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"SPWRITTN","CFISP","Cognitive Function Index  - Study Partner","4. Compared to one year ago, does it seem to you that the participant is relying more on written reminders (e.g., shopping lists, calendars)?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"SPHELP","CFISP","Cognitive Function Index  - Study Partner","5. Does the participant need more help from others to remember appointments, family occasions or holidays?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"SPRECALL","CFISP","Cognitive Function Index  - Study Partner","6. Does the participant have more trouble recalling names, finding the right word, or completing sentences?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"SPDRIVE","CFISP","Cognitive Function Index  - Study Partner","7. Is the participant having more trouble driving (e.g., driving too slowly or too fast, having more trouble driving at night, getting lost, having accidents)?","14","N","1=Yes;0=No;2=Maybe;-2=Does not apply","NA: missing value","2018-11-27 11:12:55.0"
"SPMONEY","CFISP","Cognitive Function Index  - Study Partner","8. Compared to one year ago, is the participant having more difficulty managing money (e.g., paying bills, calculating change, completing tax forms)?","14","N","1=Yes;0=No;2=Maybe;-2=Does not apply","NA: missing value","2018-11-27 11:12:55.0"
"SPSOCIAL","CFISP","Cognitive Function Index  - Study Partner","9. Is the participant less interested in social activities?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"SPWORK","CFISP","Cognitive Function Index  - Study Partner","10. Do you believe, based on your own observations or comments from the participant's co-workers, that the participant's work performance (paid or volunteer) has declined significantly, compared to one year ago?","14","N","1=Yes;0=No;2=Maybe;-2=Does not apply","NA: missing value","2018-11-27 11:12:55.0"
"SPFOLLOW","CFISP","Cognitive Function Index  - Study Partner","11. Does the participant have more trouble following the news or the plots of books, movies, or TV shows?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"SPACTIV","CFISP","Cognitive Function Index  - Study Partner","12. Are there any activities (e.g., hobbies such as card games, crafts) that are substantially more difficult for the participant now compared to one year ago?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"SPLOST","CFISP","Cognitive Function Index  - Study Partner","13. Is the participant more likely to become disoriented, or get lost, for example when traveling to another city?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"SPAPPLIA","CFISP","Cognitive Function Index  - Study Partner","14. Compared to one year ago, does the participant have more difficulty using household appliances (such as washing machine or microwave) or electronic devices (such as computer or cell phone)?","5","N","1=Yes;0=No;2=Maybe","NA: missing value","2018-11-27 11:12:55.0"
"SPCONCERN","CFISP","Cognitive Function Index  - Study Partner","15. In the past year, has the participant seen a doctor about memory concerns?","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"CFSPTTOTAL","CFISP","Cognitive Function Index  - Study Partner","Total Score","17","N","","NA: missing value","2018-11-27 11:12:55.0"
"SPMETHOD","CFISP","Cognitive Function Index  - Study Partner","Method of Collection:","18","N","1=In-person/Self;2=By phone/Interview","NA: missing value","2018-11-27 11:12:55.0"
"BPID","CFISP","Cognitive Function Index  - Study Partner","Blinded Study Partner ID","10","T","","NA: missing value","2018-11-27 11:12:55.0"
"BID","COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","Blinded Participant ID","10","T","","","2018-11-27 11:12:55.0"
"VISCODE","COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:55.0"
"DONE","COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:55.0"
"NDREASON","COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","If No, reason not done:","12","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:55.0"
"DIGITTOTAL","COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","Total Score","2","N","0..93","NA: missing value","2018-11-27 11:12:55.0"
"VERSION","COGDIGIT","Cognitive Test - Digit Symbol Substitution Test","Version","30","N","1=Version A: Dash - ;2=Version B: Backward L;3=Version SC: Open parenthesis (","NA: missing value","2018-11-27 11:12:55.0"
"BID","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Blinded Participant ID","10","T","","","2018-11-27 11:12:55.0"
"VISCODE","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:55.0"
"DONE","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:55.0"
"NDREASON","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","If No, reason not done:","63","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:55.0"
"FCVERSION","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Version","17","N","1=Version A: Spider;2=Version B: Onion;3=Version SC: Tulip","NA: missing value","2018-11-27 11:12:55.0"
"FCFREET1","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Free Recall:  Trial 1","2","N","0..16","NA: missing value","2018-11-27 11:12:55.0"
"FCFREET2","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Free Recall:  Trial 2","2","N","0..16","NA: missing value","2018-11-27 11:12:55.0"
"FCFREET3","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Free Recall:  Trial 3","2","N","0..16","NA: missing value","2018-11-27 11:12:55.0"
"FCCUEDT1","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Cued Recall:  Trial 1","2","N","0..16","NA: missing value","2018-11-27 11:12:55.0"
"FCCUEDT2","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Cued Recall:  Trial 2","2","N","0..16","NA: missing value","2018-11-27 11:12:55.0"
"FCCUEDT3","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Cued Recall:  Trial 3","2","N","0..16","NA: missing value","2018-11-27 11:12:55.0"
"FCTOTT1","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Total Recall:  Trial 1","2","N","0..32","NA: missing value","2018-11-27 11:12:55.0"
"FCTOTT2","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Total Recall:  Trial 2","2","N","0..32","NA: missing value","2018-11-27 11:12:55.0"
"FCTOTT3","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Total Recall:  Trial 3","2","N","0..32","NA: missing value","2018-11-27 11:12:55.0"
"FCTOTF","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Total Free Recall: Trials 1-3","2","N","0..48","NA: missing value","2018-11-27 11:12:55.0"
"FCTOTC","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Total Cued Recall: Trials 1-3","2","N","0..48","NA: missing value","2018-11-27 11:12:55.0"
"FCTOTAL","COGFCSR16","Cognitive Test - Free and Cued Selective Reminding (16 Pictures)","Total Recall: Trials 1-3","2","N","0..96","NA: missing value","2018-11-27 11:12:55.0"
"BID","COGLOGIC","Cognitive Test - Logical Memory","Blinded Participant ID","10","T","","","2018-11-27 11:12:55.0"
"VISCODE","COGLOGIC","Cognitive Test - Logical Memory","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:55.0"
"DONE","COGLOGIC","Cognitive Test - Logical Memory","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:55.0"
"NDREASON","COGLOGIC","Cognitive Test - Logical Memory","If No, reason not done:","12","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:55.0"
"LMSTORY","COGLOGIC","Cognitive Test - Logical Memory","Version","25","N","1=Version A: Greg Fortune;2=Version B: Martha Jackson;3=Version SC: Robert Miller; 4=Version SC: Anna Thompson","NA: missing value","2018-11-27 11:12:55.0"
"LIMMTOTAL","COGLOGIC","Cognitive Test - Logical Memory","Immediate Recall Total Score","2","N","0..25","NA: missing value","2018-11-27 11:12:55.0"
"LDELTOTAL","COGLOGIC","Cognitive Test - Logical Memory","Delayed Recall Total Score","2","N","0..25","NA: missing value","2018-11-27 11:12:55.0"
"BID","CONCERNS","Concerns about Alzheimer's Disease Dementia","Blinded Participant ID","10","T","","","2018-11-27 11:12:55.0"
"VISCODE","CONCERNS","Concerns about Alzheimer's Disease Dementia","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:55.0"
"DONE","CONCERNS","Concerns about Alzheimer's Disease Dementia","Was assessment/procedure done?","3","N","1=Yes;0=No","","2018-11-27 11:12:55.0"
"NDREASON","CONCERNS","Concerns about Alzheimer's Disease Dementia","If No, reason not done:","40","N","1=Participant Unable for Cognitive Reasons;2=Participant Unable for Other Reasons (Physical, auditory, etc.);3=Participant/Study Partner Refused;7=Site Error;8=Other Reason;9=Unknown","NA: missing value","2018-11-27 11:12:55.0"
"CADDVLP","CONCERNS","Concerns about Alzheimer's Disease Dementia","1. I am concerned that I will develop Alzheimer's disease dementia.","17","N","1=Strongly Disagree;2=Somewhat Disagree;3=Neutral;4=Somewhat Agree;5=Strongly Agree","NA: missing value","2018-11-27 11:12:55.0"
"CADDVLP5","CONCERNS","Concerns about Alzheimer's Disease Dementia","2. I am concerned that I will develop Alzheimer's disease dementia in the next 5 years.","17","N","1=Strongly Disagree;2=Somewhat Disagree;3=Neutral;4=Somewhat Agree;5=Strongly Agree","NA: missing value","2018-11-27 11:12:55.0"
"CADKNOW","CONCERNS","Concerns about Alzheimer's Disease Dementia","3. I would like to know if I am going to develop Alzheimer's disease dementia at some point later in my life.","17","N","1=Strongly Disagree;2=Somewhat Disagree;3=Neutral;4=Somewhat Agree;5=Strongly Agree","NA: missing value","2018-11-27 11:12:55.0"
"CADBLIEV","CONCERNS","Concerns about Alzheimer's Disease Dementia","4. I believe that I will someday develop Alzheimer's disease dementia.","17","N","1=Strongly Disagree;2=Somewhat Disagree;3=Neutral;4=Somewhat Agree;5=Strongly Agree","NA: missing value","2018-11-27 11:12:55.0"
"CADWRST","CONCERNS","Concerns about Alzheimer's Disease Dementia","5. Alzheimer's disease dementia is the worst disease I can think of.","17","N","1=Strongly Disagree;2=Somewhat Disagree;3=Neutral;4=Somewhat Agree;5=Strongly Agree","NA: missing value","2018-11-27 11:12:55.0"
"CADCNCRN","CONCERNS","Concerns about Alzheimer's Disease Dementia","6. My concern about developing Alzheimer's disease dementia is greater than my concern about other medical problems.","17","N","1=Strongly Disagree;2=Somewhat Disagree;3=Neutral;4=Somewhat Agree;5=Strongly Agree","NA: missing value","2018-11-27 11:12:55.0"
"CMETHOD","CONCERNS","Concerns about Alzheimer's Disease Dementia","Method of Collection:","18","N","1=In-person/Self;2=By phone/Interview","NA: missing value","2018-11-27 11:12:55.0"
"BID","CSSRS","C-SSRS - Baseline/Screening Version","Blinded Participant ID","10","T","","","2018-11-27 11:12:55.0"
"VISCODE","CSSRS","C-SSRS - Baseline/Screening Version","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:55.0"
"WISHLIFE","CSSRS","C-SSRS - Baseline/Screening Version","Lifetime <!--1. Wish to be Dead-->","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"ACTLIFE","CSSRS","C-SSRS - Baseline/Screening Version","Lifetime <!--2. Non-Specific Active Suicidal Thoughts-->","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"METHOD","CSSRS","C-SSRS - Baseline/Screening Version","Lifetime <!--3. Active Suicidal Ideation with Any Methods (Not Plan) without Intent to Act-->","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"METHOD3","CSSRS","C-SSRS - Baseline/Screening Version","In the past 3 months <!--3. Active Suicidal Ideation with Any Methods (Not Plan) without Intent to Act-->","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"INTENT","CSSRS","C-SSRS - Baseline/Screening Version","Lifetime <!--4. Active Suicidal Ideation with Some Intent to Act, without Specific Plan-->","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"INTENT3","CSSRS","C-SSRS - Baseline/Screening Version","In the past 3 months <!--4. Active Suicidal Ideation with Some Intent to Act, without Specific Plan-->","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"PLAN","CSSRS","C-SSRS - Baseline/Screening Version","Lifetime <!--5. Active Suicidal Ideation with Specific Plan and Intent-->","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"PLAN3","CSSRS","C-SSRS - Baseline/Screening Version","In the past 3 months <!--5. Active Suicidal Ideation with Specific Plan and Intent-->","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"SEVLIFE","CSSRS","C-SSRS - Baseline/Screening Version","<big header>Intensity of Ideation</big header><br />Lifetime - Most Severe Ideation","1","N","1=1;2=2;3=3;4=4;5=5","NA: missing value","2018-11-27 11:12:55.0"
"SEV3","CSSRS","C-SSRS - Baseline/Screening Version","Past 3 months - Most Severe Ideation","1","N","1=1;2=2;3=3;4=4;5=5","NA: missing value","2018-11-27 11:12:55.0"
"ATTMPT","CSSRS","C-SSRS - Baseline/Screening Version","Actual Attempt: Lifetime","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"NONSUI","CSSRS","C-SSRS - Baseline/Screening Version","Lifetime<!--Has subject engaged in Non-Suicidal Self-Injurious Behavior?-->","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"INTER","CSSRS","C-SSRS - Baseline/Screening Version","Interrupted Attempt - Lifetime","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"ABORT","CSSRS","C-SSRS - Baseline/Screening Version","Aborted Attempt - Lifetime","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"PREP","CSSRS","C-SSRS - Baseline/Screening Version","Preparatory Acts or Behavior - Lifetime","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"RECENT","CSSRS","C-SSRS - Baseline/Screening Version","Most Recent Attempt Days Since Consent","10","N","","NA: missing value","2018-11-27 11:12:55.0"
"LETHAL","CSSRS","C-SSRS - Baseline/Screening Version","Most Lethal Attempt Days Since Consent","10","N","","NA: missing value","2018-11-27 11:12:55.0"
"LETHALDAM","CSSRS","C-SSRS - Baseline/Screening Version","Actual Lethality/Medical Damage<!--Most Lethal Attempt Date-->","1","N","0..5","NA: missing value","2018-11-27 11:12:55.0"
"LETHALPOT","CSSRS","C-SSRS - Baseline/Screening Version","Potential Lethality<!--Most Lethal Attempt Date-->","1","N","0..2","NA: missing value","2018-11-27 11:12:55.0"
"FIRST","CSSRS","C-SSRS - Baseline/Screening Version","Initial/First Attempt Days Since Consent","10","N","","NA: missing value","2018-11-27 11:12:55.0"
"FIRSTDAM","CSSRS","C-SSRS - Baseline/Screening Version","Actual Lethality/Medical Damage<!--Initial/First Attempt Date-->","1","N","0..5","NA: missing value","2018-11-27 11:12:55.0"
"FIRSTPOT","CSSRS","C-SSRS - Baseline/Screening Version","Potential Lethality<!--Initial/First Attempt Date-->","1","N","0..2","NA: missing value","2018-11-27 11:12:55.0"
"BEHAVLIF","CSSRS","C-SSRS - Baseline/Screening Version","Suicidal Behavior - Lifetime","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"BEHAVREC","CSSRS","C-SSRS - Baseline/Screening Version","Suicidal Behavior - Past 5 years","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:55.0"
"WISH3","CSSRS","C-SSRS - Baseline/Screening Version","In the past 3 months <!--1. Wish to be Dead-->","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"ACT3","CSSRS","C-SSRS - Baseline/Screening Version","In the past 3 months <!--2. Non-Specific Active Suicidal Thoughts-->","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"ATTMPT5","CSSRS","C-SSRS - Baseline/Screening Version","Actual Attempt: Past 5 years","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"NONSUI5","CSSRS","C-SSRS - Baseline/Screening Version","Past 5 years<!--Has subject engaged in Non-Suicidal Self-Injurious Behavior?-->","2","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"INTER5","CSSRS","C-SSRS - Baseline/Screening Version","Interrupted Attempt - Past 5 years","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"ABORT5","CSSRS","C-SSRS - Baseline/Screening Version","Aborted Attempt - Past 5 years","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"PREP5","CSSRS","C-SSRS - Baseline/Screening Version","Preparatory Acts or Behavior - Past 5 years","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"BID","FAMHXPAR","Family History - Parents","Blinded Participant ID","10","T","","","2018-11-27 11:12:56.0"
"VISCODE","FAMHXPAR","Family History - Parents","VISIT CODE","1","T","1=scv1;2=scv2;3=scv3;4=scv4;5=scv5","","2018-11-27 11:12:56.0"
"MOTHER","FAMHXPAR","Family History - Parents","Did/Does the biological mother have dementia or significant memory impairment?","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"MOTHAGE","FAMHXPAR","Family History - Parents","At what approximate age did symptoms start?","2","N","30..99","NA: missing value","2018-11-27 11:12:56.0"
"MOTHDIAG","FAMHXPAR","Family History - Parents","Did this relative receive a diagnosis of Alzheimer's disease?","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
"MOTHAUT","FAMHXPAR","Family History - Parents","Was diagnosis of Alzheimer's disease confirmed by autopsy?","17","N","1=Yes;0=No;2=NA - not deceased","NA: missing value","2018-11-27 11:12:56.0"
"FATHER","FAMHXPAR","Family History - Parents","Did/Does the biological father have dementia or significant memory impairment?","3","N","1=Yes;0=No","NA: missing value","2018-11-27 11:12:56.0"
